,Description,Name,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
34958,Region,Asia,2009,,4188829442.0,,910.103,0.217,15394.146,535.739,3.606,17140.412,879.902,5.411,4.092,0.483,0.284,3.675,0.433,0.255,8569.838,2.046,13941.237,3.328,0.392,13792.821,325304.094,562840.938,166125.562,5223.907,29398.947,292771.656,107339.914,3421.504,14453.721,,97.17,0.023,1870.352,0.447,4.405,5.377,2042.771,0.488,4407.669,1.052,1071.0,0.256,3796.977,0.906,0.036,149.704,60291.379,76.994,48.805,46.557,65.694,50.6,24.815,27.284,26.414,36.433,17.249,38.696,23.146,55.259,29.41,32.337,38.733,34.655,61.346,31.116,0.148,0.247,0.415,0.02,22523.721,18450.514,-1452.907,-9.438
34959,Region,Asia,2010,,4238694946.0,,983.975,0.232,16554.266,1160.12,7.536,17826.924,686.512,4.005,4.206,0.463,0.278,3.906,0.43,0.258,9267.482,2.186,14952.478,3.528,0.388,14776.796,341858.344,580667.812,175393.047,5319.907,31448.535,294356.344,111356.867,3561.764,15216.922,,96.0,0.023,2049.588,0.484,4.66,5.587,1584.672,0.374,4551.954,1.074,1087.219,0.256,4016.96,0.948,0.033,140.26,64216.043,77.899,49.629,45.894,66.414,51.809,25.431,27.628,27.282,36.24,17.801,38.625,23.44,55.325,28.132,32.91,28.876,35.475,56.98,31.472,0.151,0.256,0.427,0.021,23679.588,19754.312,-1601.788,-9.676
34960,Region,Asia,2011,,4288349990.0,,1073.155,0.25,17787.42,1233.155,7.449,19187.695,1360.771,7.633,4.474,0.471,0.284,4.148,0.437,0.264,10125.451,2.361,16191.428,3.776,0.398,15849.951,359645.781,599855.5,185518.5,5422.011,33691.695,296077.812,115433.594,3728.592,15809.137,,102.104,0.024,2243.162,0.523,4.945,5.886,1721.493,0.401,4764.205,1.111,1104.652,0.258,4076.722,0.951,0.039,166.827,67480.969,78.976,51.551,48.231,68.703,53.044,26.085,28.01,28.211,36.054,18.403,38.584,23.731,55.543,28.418,34.984,32.615,35.882,60.65,31.869,0.154,0.264,0.44,0.021,25239.441,21204.668,-1595.993,-8.973
34961,Region,Asia,2012,,4338443549.0,,1100.684,0.254,18455.439,668.019,3.756,19904.789,717.093,3.737,4.588,0.464,0.285,4.254,0.43,0.264,10468.872,2.413,17015.654,3.922,0.396,16950.635,378101.25,619760.312,195987.375,5531.185,36010.336,297844.344,119722.609,3897.653,16176.462,,109.174,0.025,2318.638,0.534,5.056,5.98,1766.504,0.407,4808.679,1.108,1131.809,0.261,4289.011,0.989,0.039,169.061,69836.461,78.915,52.73,48.964,70.228,54.198,26.744,28.401,29.142,35.88,18.99,38.53,24.044,55.763,28.954,35.398,31.255,37.314,61.1,32.262,0.158,0.273,0.453,0.022,25945.059,21933.842,-1439.785,-7.801
34962,Region,Asia,2013,,4387757389.0,,1158.527,0.264,18692.012,236.573,1.282,20129.354,224.565,1.128,4.588,0.445,0.281,4.26,0.413,0.261,10571.641,2.409,17222.189,3.925,0.38,18109.164,396793.219,639889.688,206559.016,5641.888,38356.598,299601.562,124040.43,4084.703,16412.869,,110.704,0.025,2346.262,0.535,5.06,5.954,1757.212,0.4,4842.457,1.104,1141.526,0.26,4317.828,0.984,0.043,187.051,71646.883,79.644,52.949,49.803,70.471,55.329,27.383,28.79,30.044,35.706,19.548,38.503,24.345,56.077,28.734,35.615,34.346,37.294,63.509,32.65,0.162,0.282,0.466,0.022,26124.465,22202.551,-1469.823,-7.863
34963,Region,Asia,2014,,4435744582.0,,1194.962,0.269,18940.043,248.031,1.327,20697.158,567.804,2.821,4.666,0.434,0.281,4.27,0.397,0.257,10700.717,2.412,17470.607,3.939,0.366,19304.125,415733.281,660586.812,217259.734,5755.66,40820.926,301682.438,128310.984,4280.412,16686.832,,113.772,0.026,2464.328,0.556,5.076,6.053,2080.86,0.469,4899.961,1.105,1155.948,0.261,4270.557,0.963,0.044,195.708,73630.586,79.533,53.427,50.671,71.253,56.391,28.005,29.185,30.925,35.556,20.124,38.503,24.623,56.399,29.421,37.163,38.562,36.795,64.087,33.044,0.165,0.292,0.48,0.023,26849.172,22514.17,-1469.436,-7.758
34964,Region,Asia,2015,,4482088478.0,,1143.806,0.255,19047.488,107.444,0.567,21006.764,309.606,1.496,4.687,0.418,0.28,4.25,0.379,0.254,10623.521,2.37,17736.32,3.957,0.353,20447.93,434780.75,681593.625,227883.25,5871.238,43365.031,303962.125,132734.953,4476.925,16821.529,,115.578,0.026,2544.109,0.568,5.048,6.071,2279.707,0.509,4915.918,1.097,1164.513,0.26,4423.96,0.987,0.044,196.514,74994.586,78.82,53.799,51.316,72.428,57.303,28.606,29.578,31.774,35.429,20.688,38.522,24.906,56.719,30.098,37.597,41.213,37.391,64.723,33.432,0.169,0.301,0.493,0.023,27212.023,22627.289,-1311.167,-6.884
34965,Region,Asia,2016,,4527178156.0,,1186.995,0.262,19192.705,145.218,0.762,20140.516,-866.249,-4.124,4.449,0.38,0.265,4.239,0.362,0.252,10508.239,2.321,17842.479,3.941,0.337,21634.926,453973.469,701734.125,238391.484,5989.623,46007.941,305235.25,137273.391,4674.66,16899.965,,118.386,0.026,2642.909,0.584,5.039,5.839,1273.143,0.281,4965.502,1.097,1170.74,0.259,4538.442,1.002,0.044,197.735,76099.789,79.643,54.191,50.575,73.299,58.199,29.188,29.935,32.587,35.346,21.244,38.469,25.192,57.052,31.651,38.013,28.894,37.937,65.803,33.795,0.172,0.31,0.507,0.024,26433.533,22813.814,-1350.226,-7.035
34966,Region,Asia,2017,,4571224662.0,,1205.538,0.264,19737.521,544.817,2.839,20459.465,318.949,1.584,4.476,0.367,0.259,4.318,0.354,0.25,10787.371,2.36,18358.021,4.016,0.329,22840.463,473710.969,722193.625,249178.859,6111.761,48771.375,306287.281,141932.391,4874.698,17389.35,,122.138,0.027,2763.431,0.605,5.127,5.888,1052.033,0.23,5047.63,1.104,1193.347,0.261,4659.005,1.019,0.044,200.037,79071.023,79.864,54.842,50.868,74.328,59.044,29.768,30.288,33.399,35.261,21.803,38.397,25.479,57.373,31.538,38.77,24.865,38.348,66.062,34.155,0.176,0.32,0.52,0.024,26914.662,23435.646,-1379.5,-6.989
34967,Region,Asia,2018,,4612352863.0,,1251.041,0.271,20335.523,598.002,3.03,21042.113,582.648,2.848,4.562,0.359,0.257,4.409,0.347,0.248,11133.382,2.414,19074.781,4.136,0.326,24091.504,494046.5,743235.688,260312.25,6229.157,51650.539,307321.625,146685.594,5076.04,17861.273,,117.396,0.025,2879.167,0.624,5.235,5.972,1034.329,0.224,5144.913,1.115,1193.832,0.259,4753.197,1.031,0.044,201.342,81961.859,80.478,55.364,51.86,75.5,59.872,30.346,30.649,34.215,35.113,22.344,38.341,25.766,57.685,28.837,38.542,26.903,38.804,66.415,34.523,0.18,0.329,0.534,0.025,27544.098,24145.764,-1260.743,-6.2
34968,Region,Asia,2019,,4651098712.0,,1315.411,0.283,20889.145,553.622,2.722,21687.756,645.644,3.068,4.663,0.356,0.257,4.491,0.343,0.248,11415.54,2.454,19583.504,4.211,0.322,25406.916,514935.656,764923.5,271727.781,6337.97,54637.68,308437.781,151541.859,5282.024,18234.492,,108.813,0.023,2987.138,0.642,5.32,6.076,1116.172,0.24,5178.347,1.113,1180.131,0.254,4856.26,1.044,0.044,205.984,84384.469,81.042,56.298,53.038,77.684,60.693,30.924,31.02,35.039,34.871,22.88,38.3,26.051,58.013,24.999,39.131,29.476,39.126,67.486,34.892,0.184,0.339,0.548,0.025,28260.096,24744.453,-1305.641,-6.25
34969,Region,Asia,2020,,4686811205.0,,1336.949,0.285,20634.852,-254.294,-1.217,20980.775,-706.982,-3.26,4.477,0.349,0.25,4.403,0.343,0.246,11420.016,2.437,19229.564,4.103,0.32,26743.865,535570.5,785904.25,283147.781,6446.775,57687.969,309090.438,156061.109,5481.557,18019.92,,108.805,0.023,3050.293,0.651,5.217,5.898,652.655,0.139,5167.343,1.103,1201.293,0.256,4519.256,0.964,0.043,199.533,84028.445,81.607,58.744,54.403,80.046,61.481,31.499,31.38,35.852,34.704,23.416,38.218,26.332,58.315,27.129,40.323,18.978,41.232,67.624,35.251,0.187,0.349,0.562,0.026,27640.48,24451.686,-1405.286,-6.81
34970,Region,Asia,2021,,4716999175.0,,1374.513,0.291,21640.396,1005.545,4.873,21863.449,882.674,4.207,4.635,0.341,0.248,4.588,0.337,0.245,12079.001,2.561,20111.982,4.264,0.314,28118.379,557210.938,807767.688,295226.812,6562.96,60912.66,309631.812,160705.641,5683.038,18822.35,,116.185,0.025,3224.69,0.684,5.42,6.084,541.365,0.115,5277.003,1.119,1214.813,0.258,4644.528,0.985,0.043,201.481,88339.539,81.03,58.501,53.925,79.81,62.215,32.074,31.739,36.679,34.575,23.955,38.117,26.598,58.58,28.657,40.7,15.238,40.279,66.839,35.611,0.191,0.359,0.576,0.027,28700.008,25564.268,-1528.414,-7.063
34971,Region,Asia,2022,,4746329726.0,,1284.563,0.271,21815.756,175.36,0.81,22044.652,181.203,0.829,4.645,0.33,0.248,4.596,0.327,0.245,12243.35,2.58,20179.549,4.252,0.302,29402.941,579026.688,829812.375,307470.125,6676.12,64126.422,310166.938,165465.188,5884.4,19219.635,,113.16,0.024,3213.762,0.677,5.458,6.123,535.134,0.113,5454.076,1.149,1224.545,0.258,4759.559,1.003,0.042,201.362,90743.266,80.229,58.497,53.985,80.623,62.831,32.629,32.091,37.492,34.44,24.459,38.017,26.856,58.828,28.079,40.718,15.112,39.964,66.802,35.975,0.195,0.369,0.591,0.027,29060.857,25907.789,-1636.209,-7.5
34972,Region,Asia,2023,,4776659632.0,,1253.873,0.262,22600.221,784.464,3.596,22910.291,865.64,3.927,4.796,,0.247,4.731,,0.244,12787.506,2.677,,,,30656.814,601626.875,852722.625,320257.656,6796.186,67403.453,310773.094,170425.406,6085.935,19917.422,,120.066,0.025,3277.03,0.686,5.588,6.278,606.152,0.127,5459.43,1.143,1231.845,0.258,4960.211,1.038,0.042,201.535,94644.0,79.898,59.802,55.317,83.029,63.385,33.196,32.457,38.332,34.331,24.957,37.923,27.124,59.064,29.218,41.481,16.722,40.628,66.926,36.341,0.199,0.379,0.606,0.028,29987.09,26689.902,,
35123,Region,Asia (GCP),2000,,,,,,7937.751,,,,,,,,,,,,,,7876.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35124,Region,Asia (GCP),2001,,,,,,8087.821,,,,,,,,,,,,,,7972.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35125,Region,Asia (GCP),2002,,,,,,8595.659,,,,,,,,,,,,,,8390.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35126,Region,Asia (GCP),2003,,,,,,9506.611,,,,,,,,,,,,,,8980.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35127,Region,Asia (GCP),2004,,,,,,10054.005,,,,,,,,,,,,,,9444.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35128,Region,Asia (GCP),2005,,,,,,10838.288,,,,,,,,,,,,,,10000.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35129,Region,Asia (GCP),2006,,,,,,11583.487,,,,,,,,,,,,,,10546.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35130,Region,Asia (GCP),2007,,,,,,12304.732,,,,,,,,,,,,,,11154.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35131,Region,Asia (GCP),2008,,,,,,12884.495,,,,,,,,,,,,,,11760.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35132,Region,Asia (GCP),2009,,,,,,13338.318,,,,,,,,,,,,,,12341.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35133,Region,Asia (GCP),2010,,,,,,14384.035,,,,,,,,,,,,,,13313.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35134,Region,Asia (GCP),2011,,,,,,15564.787,,,,,,,,,,,,,,14526.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35135,Region,Asia (GCP),2012,,,,,,16082.872,,,,,,,,,,,,,,15181.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35136,Region,Asia (GCP),2013,,,,,,16365.106,,,,,,,,,,,,,,15444.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35137,Region,Asia (GCP),2014,,,,,,16570.561,,,,,,,,,,,,,,15646.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35138,Region,Asia (GCP),2015,,,,,,16588.639,,,,,,,,,,,,,,15689.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35139,Region,Asia (GCP),2016,,,,,,16681.146,,,,,,,,,,,,,,15837.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35140,Region,Asia (GCP),2017,,,,,,17163.291,,,,,,,,,,,,,,16383.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35141,Region,Asia (GCP),2018,,,,,,17738.896,,,,,,,,,,,,,,17092.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35142,Region,Asia (GCP),2019,,,,,,18221.055,,,,,,,,,,,,,,17544.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35143,Region,Asia (GCP),2020,,,,,,18029.971,,,,,,,,,,,,,,17208.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35144,Region,Asia (GCP),2021,,,,,,18894.787,,,,,,,,,,,,,,17987.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35145,Region,Asia (GCP),2022,,,,,,19010.197,,,,,,,,,,,,,,18054.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35146,Region,Asia (GCP),2023,,,,,,19747.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35297,Region,Asia (excl. China and India),2000,,1394278144.0,,177.001,0.125,4701.167,247.564,5.559,5746.022,-9.55,-0.166,4.048,0.445,0.268,3.312,0.364,0.22,1101.663,0.776,4489.702,3.163,0.348,4166.053,117993.516,238537.297,35237.078,4174.482,14431.939,165438.516,59757.523,225.006,,,88.457,0.062,981.301,0.691,4.239,5.817,1313.601,0.926,1731.16,1.242,353.587,0.254,2331.86,1.643,0.015,20.884,,24.448,18.428,18.651,11.972,22.567,11.267,13.608,6.701,36.985,11.842,23.293,16.339,5.555,25.486,20.66,24.798,22.704,9.654,16.177,0.061,0.118,0.187,0.007,8110.17,5910.678,-211.465,-4.498
35298,Region,Asia (excl. China and India),2001,,1414560640.0,,184.952,0.128,4792.573,91.407,1.944,5655.931,-90.092,-1.568,3.924,0.429,0.258,3.325,0.363,0.218,1140.536,0.791,4489.354,3.115,0.34,4351.005,122786.086,244193.234,36377.613,4258.968,15453.366,166572.672,62098.461,245.24,,,84.486,0.059,1021.427,0.709,4.244,5.713,1134.151,0.787,1728.629,1.222,352.895,0.249,2340.938,1.624,0.014,20.234,,24.421,18.644,18.561,12.321,22.64,11.444,13.693,6.799,36.643,12.2,23.296,16.512,5.751,25.168,21.304,23.8,22.621,9.484,16.273,0.062,0.121,0.191,0.007,8080.955,6003.788,-303.219,-6.327
35299,Region,Asia (excl. China and India),2002,,1434827392.0,,194.713,0.133,4905.411,112.837,2.354,6006.039,350.108,6.19,4.106,0.437,0.266,3.353,0.357,0.217,1194.555,0.817,4618.091,3.157,0.336,4545.718,127691.5,250199.266,37572.164,4340.768,16541.273,167952.75,64423.973,266.162,,,81.8,0.056,1087.907,0.744,4.26,5.87,1380.069,0.943,1739.623,1.212,357.717,0.249,2325.513,1.59,0.014,20.922,,24.797,18.668,19.124,12.339,22.725,11.617,13.787,6.897,36.332,12.569,23.322,16.673,5.941,25.198,22.034,26.912,22.507,9.673,16.377,0.064,0.124,0.195,0.007,8422.74,6112.056,-287.319,-5.857
35300,Region,Asia (excl. China and India),2003,,1455085696.0,,195.621,0.132,5137.394,231.984,4.729,6069.49,63.451,1.056,4.089,0.421,0.26,3.461,0.356,0.22,1285.438,0.866,4940.355,3.328,0.343,4741.339,132828.891,256268.766,38857.605,4434.028,17719.746,169178.578,66786.406,288.333,,,93.26,0.063,1178.472,0.794,4.412,5.818,1225.849,0.826,1821.327,1.252,360.063,0.247,2362.431,1.591,0.015,22.171,,22.653,18.567,17.986,12.22,22.722,11.787,13.864,6.998,36.073,12.961,23.296,16.822,6.133,27.069,23.025,20.176,22.28,10.03,16.469,0.065,0.127,0.199,0.008,8465.686,6419.818,-197.039,-3.835
35301,Region,Asia (excl. China and India),2004,,1475345408.0,,201.601,0.134,5348.604,211.209,4.111,6393.175,323.685,5.333,4.244,0.416,0.261,3.551,0.348,0.218,1334.645,0.886,5201.855,3.453,0.339,4942.939,138177.5,262661.938,40192.25,4525.43,18982.975,170525.672,69221.336,311.128,,,91.401,0.061,1263.229,0.839,4.522,5.962,1347.092,0.894,1858.898,1.26,383.61,0.26,2434.932,1.617,0.015,22.796,,22.336,18.68,18.783,12.275,22.706,11.958,13.952,7.099,35.818,13.368,23.308,16.966,6.307,26.682,23.904,24.928,22.138,9.844,16.564,0.066,0.13,0.204,0.008,8796.631,6672.215,-146.748,-2.744
35302,Region,Asia (excl. China and India),2005,,1495613952.0,,208.138,0.136,5475.925,127.322,2.38,6416.615,23.44,0.367,4.199,0.397,0.253,3.583,0.338,0.216,1384.421,0.906,5362.445,3.509,0.331,5151.077,143653.422,269078.531,41576.668,4617.549,20314.191,171778.672,71656.555,335.943,,,92.12,0.06,1331.217,0.871,4.575,5.962,1252.991,0.82,1921.618,1.285,383.282,0.256,2435.215,1.594,0.016,24.814,,21.495,18.491,18.596,11.989,22.654,12.121,14.036,7.197,35.568,13.781,23.323,17.097,6.491,26.48,24.641,25.618,21.927,10.243,16.662,0.068,0.133,0.208,0.008,8916.988,6842.326,-113.48,-2.072
35303,Region,Asia (excl. China and India),2006,,1515745664.0,,215.089,0.139,5617.514,141.589,2.586,7091.883,675.268,10.524,4.573,0.414,0.273,3.622,0.328,0.216,1442.545,0.93,5557.885,3.584,0.325,5366.167,149270.938,276170.438,43019.215,4713.087,21747.799,173572.953,74061.062,362.17,,,95.538,0.062,1433.605,0.924,4.646,6.39,1794.278,1.157,1996.272,1.317,394.385,0.26,2404.51,1.55,0.017,26.227,,20.371,18.341,19.721,11.83,22.553,12.278,14.141,7.293,35.357,14.218,23.397,17.21,6.672,27.493,25.798,33.65,21.429,10.368,16.775,0.069,0.136,0.213,0.008,9685.225,7042.384,-59.629,-1.061
35304,Region,Asia (excl. China and India),2007,,1535886592.0,,230.372,0.146,5760.085,142.571,2.538,6683.127,-408.756,-5.764,4.246,0.368,0.249,3.659,0.317,0.214,1543.052,0.98,5780.795,3.673,0.319,5596.539,155031.031,282853.562,44562.27,4801.484,23246.443,174821.0,76434.086,388.764,,,88.397,0.056,1498.645,0.952,4.693,6.045,1248.054,0.793,2022.076,1.317,405.862,0.264,2373.024,1.508,0.017,26.594,,20.315,18.266,18.498,12.07,22.451,12.43,14.22,7.394,35.116,14.646,23.421,17.309,6.835,25.753,26.017,27.164,21.088,10.244,16.867,0.071,0.139,0.218,0.008,9283.902,7207.518,20.71,0.36
35305,Region,Asia (excl. China and India),2008,,1556035456.0,,241.401,0.151,5867.472,107.387,1.864,6806.638,123.51,1.848,4.261,0.361,0.248,3.673,0.311,0.213,1541.176,0.965,5963.102,3.733,0.316,5837.94,160898.5,289660.219,46103.441,4892.347,24840.361,176070.969,78808.609,414.352,,,90.863,0.057,1593.919,0.998,4.723,6.095,1249.974,0.782,2076.203,1.334,398.091,0.256,2374.524,1.486,0.016,25.588,,21.01,18.293,18.419,11.674,22.388,12.577,14.296,7.486,34.926,15.087,23.435,17.405,6.967,27.146,26.894,25.613,21.197,9.845,16.956,0.072,0.142,0.223,0.008,9483.266,7348.521,95.63,1.63
35306,Region,Asia (excl. China and India),2009,,1576189568.0,,245.275,0.151,5890.85,23.378,0.398,7233.68,427.043,6.274,4.463,0.382,0.266,3.635,0.311,0.217,1557.401,0.961,5694.978,3.514,0.3,6083.215,166789.344,296893.875,47660.844,4983.083,26433.848,177710.297,81190.586,436.335,,,90.735,0.056,1593.486,0.983,4.681,6.299,1639.333,1.011,2095.899,1.33,410.819,0.261,2381.97,1.47,0.014,21.983,,20.75,18.676,19.648,11.939,22.317,12.723,14.392,7.578,34.754,15.51,23.488,17.508,7.047,27.462,27.55,31.083,21.74,9.008,17.058,0.073,0.146,0.228,0.009,9927.902,7378.197,-195.873,-3.325
35307,Region,Asia (excl. China and India),2010,,1597083136.0,,258.354,0.157,6256.353,365.502,6.205,7453.298,219.618,3.036,4.535,0.367,0.258,3.806,0.308,0.216,1682.756,1.024,6037.865,3.673,0.298,6341.569,173045.688,304347.188,49343.602,5073.404,28149.729,179219.266,83675.469,460.485,,,90.322,0.055,1715.882,1.044,4.895,6.412,1508.958,0.918,2171.299,1.36,415.905,0.26,2484.889,1.512,0.015,24.15,,20.453,18.756,19.188,12.059,22.234,12.873,14.481,7.675,34.561,15.934,23.517,17.613,7.153,26.469,27.551,27.496,21.945,9.811,17.163,0.075,0.149,0.233,0.009,10239.901,7817.351,-218.487,-3.492
35308,Region,Asia (excl. China and India),2011,,1616812416.0,,273.276,0.164,6490.375,234.023,3.741,7775.614,322.316,4.324,4.665,0.365,0.263,3.894,0.305,0.22,1741.357,1.045,6421.743,3.853,0.301,6614.845,179536.062,312122.812,51084.957,5169.006,30010.641,180825.719,86168.234,486.956,,,95.602,0.057,1860.911,1.116,5.038,6.608,1606.456,0.964,2270.124,1.404,418.978,0.259,2492.759,1.495,0.016,26.471,,20.111,18.81,19.545,11.816,22.138,13.022,14.575,7.768,34.371,16.392,23.565,17.714,7.254,26.609,29.022,30.435,21.941,9.623,17.279,0.077,0.153,0.239,0.009,10683.54,8144.771,-68.633,-1.057
35309,Region,Asia (excl. China and India),2012,,1635507328.0,,285.665,0.169,6750.448,260.072,4.007,8024.16,248.545,3.196,4.747,0.363,0.265,3.994,0.305,0.223,1797.677,1.064,6725.538,3.979,0.304,6900.51,186286.516,320146.969,52882.633,5270.855,31926.076,182416.594,88790.711,514.294,,,101.849,0.06,1915.434,1.133,5.168,6.731,1590.867,0.941,2313.356,1.414,438.817,0.268,2622.485,1.552,0.016,27.338,,20.481,19.287,19.739,12.059,22.064,13.177,14.671,7.863,34.191,16.836,23.598,17.832,7.358,27.011,29.243,28.148,22.815,9.88,17.396,0.079,0.156,0.244,0.009,11007.988,8452.163,-24.91,-0.369
35310,Region,Asia (excl. China and India),2013,,1655209600.0,,302.385,0.177,6740.584,-9.864,-0.146,7942.389,-81.77,-1.019,4.637,0.347,0.259,3.935,0.294,0.22,1801.849,1.052,6717.06,3.921,0.293,7202.895,193027.094,328089.344,54684.484,5374.661,33841.52,183938.266,91376.984,545.128,,,103.805,0.061,1915.445,1.118,5.119,6.652,1521.677,0.888,2346.851,1.418,445.55,0.269,2586.266,1.51,0.018,30.834,,20.788,19.094,19.651,12.011,22.007,13.321,14.761,7.954,34.014,17.247,23.639,17.935,7.484,26.943,29.075,29.743,22.338,10.469,17.511,0.081,0.16,0.25,0.009,11010.84,8473.58,-23.524,-0.349
35311,Region,Asia (excl. China and India),2014,,1674412928.0,,308.853,0.178,6801.443,60.859,0.903,8595.46,653.071,8.223,4.953,0.362,0.275,3.919,0.287,0.218,1868.667,1.077,6707.319,3.865,0.283,7511.748,199828.547,336684.812,56553.152,5480.973,35826.16,186056.031,93879.469,575.613,,,106.312,0.061,1984.639,1.144,5.116,6.928,2117.762,1.22,2377.313,1.42,453.384,0.271,2502.487,1.442,0.018,30.485,,20.556,19.186,21.043,12.443,21.943,13.461,14.875,8.05,33.859,17.662,23.746,18.015,7.584,27.492,29.929,39.245,21.561,9.983,17.639,0.082,0.164,0.256,0.01,11599.751,8566.813,-94.124,-1.384
35312,Region,Asia (excl. China and India),2015,,1693619072.0,,307.739,0.175,6949.812,148.369,2.181,8810.201,214.741,2.498,5.012,0.36,0.276,3.953,0.284,0.218,1907.015,1.085,6782.078,3.858,0.277,7819.487,206778.344,345495.0,58460.164,5588.512,37883.344,188236.859,96418.508,606.908,,,107.539,0.061,2057.186,1.17,5.147,7.058,2180.822,1.241,2383.947,1.408,455.6,0.269,2539.039,1.444,0.018,31.295,,21.206,19.63,21.522,13.001,21.913,13.605,14.993,8.151,33.723,18.073,23.856,18.092,7.689,28.005,30.401,39.425,21.46,10.307,17.775,0.084,0.168,0.262,0.01,11953.786,8717.094,-167.734,-2.414
